Mag,Phase,band
17.870719324878788,0.0,g
17.8716084063124,0.001,g
17.872528872877055,0.002,g
17.873480354535094,0.003,g
17.874462323385472,0.004,g
17.875474095446137,0.005,g
17.876514833075735,0.006,g
17.877583548024393,0.007,g
17.878679105100453,0.008,g
17.879800226437347,0.009000000000000001,g
17.88094549634217,0.01,g
17.882113366704818,0.011,g
17.88330216294425,0.012,g
17.884510090465948,0.013000000000000001,g
17.885735241602436,0.014,g
17.886975603006626,0.015,g
17.88822906346579,0.016,g
17.88949342210217,0.017,g
17.890766396924423,0.018000000000000002,g
17.892045633692863,0.019,g
17.893328715059937,0.02,g
17.89461316994629,0.021,g
17.89589648311191,0.022,g
17.897176104880913,0.023,g
17.898449460978156,0.024,g
17.899713962435293,0.025,g
17.900967015523896,0.026000000000000002,g
17.902206031673142,0.027,g
17.903428437329847,0.028,g
17.904631683719078,0.029,g
17.905813256464082,0.03,g
17.906970685025115,0.031,g
17.908101551917845,0.032,g
17.909203501672923,0.033,g
17.910274249499892,0.034,g
17.91131158961999,0.035,g
17.912313403234126,0.036000000000000004,g
17.91327766609399,0.037,g
17.914202455646468,0.038,g
17.915085957723402,0.039,g
17.915926472751064,0.04,g
17.91672242145599,0.041,g
17.917472350046346,0.042,g
17.918174934850366,0.043000000000000003,g
17.918828986396154,0.044,g
17.919433452919694,0.045,g
17.919987423290607,0.046,g
17.920490129348128,0.047,g
17.92094094764218,0.048,g
17.92133940057766,0.049,g
17.921685156962372,0.05,g
17.921978031962126,0.051000000000000004,g
17.922217986469157,0.052000000000000005,g
17.92240512589249,0.053,g
17.92253969838193,0.054,g
17.92262209249948,0.055,g
17.922652834354626,0.056,g
17.922632584222473,0.057,g
17.922562132665686,0.058,g
17.922442396183463,0.059000000000000004,g
17.922274412413024,0.06,g
17.92205933491051,0.061,g
17.921798427540363,0.062,g
17.921493058503724,0.063,g
17.921144694037572,0.064,g
17.92075489181807,0.065,g
17.92032529410218,0.066,g
17.919857620642855,0.067,g
