Mag,Err,band,Phase
17.41329932595059,0.0082634677950603,g,0.0
17.414745247576306,0.0082634677950603,g,0.001
17.416189780978925,0.0082634677950603,g,0.002
17.417632843970107,0.0082634677950603,g,0.003
17.419074354898147,0.0082634677950603,g,0.004
17.420514232665017,0.0082634677950603,g,0.005
17.42195239674333,0.0082634677950603,g,0.006
17.423388767192954,0.0082634677950603,g,0.007
17.424823264672415,0.0082634677950603,g,0.008
17.426255810481173,0.0082634677950603,g,0.009
17.427686326523673,0.0082634677950603,g,0.01
17.42911473537219,0.0082634677950603,g,0.011
17.430540960277153,0.0082634677950603,g,0.012
17.431964925161882,0.0082634677950603,g,0.013
17.43338655463272,0.0082634677950603,g,0.014
17.434805774040598,0.0082634677950603,g,0.015
17.436222509443994,0.0082634677950603,g,0.016
17.437636687654503,0.0082634677950603,g,0.017
17.439048236220245,0.0082634677950603,g,0.018
17.440457083491193,0.0082634677950603,g,0.019
17.441863158581594,0.0082634677950603,g,0.02
17.443266391409125,0.0082634677950603,g,0.021
17.444666712702926,0.0082634677950603,g,0.022
17.44606405401657,0.0082634677950603,g,0.023
17.447458347740696,0.0082634677950603,g,0.024
17.448849527115343,0.0082634677950603,g,0.025
17.450237526242038,0.0082634677950603,g,0.026
17.451622280090554,0.0082659784659772,g,0.027
17.45300372453549,0.0082659784659772,g,0.028
17.454381796317143,0.0082659784659772,g,0.029
17.4557564330977,0.0082659784659772,g,0.03
17.45712757346658,0.0082659784659772,g,0.031
17.458495156930656,0.0082659784659772,g,0.032
17.459859123919333,0.0082659784659772,g,0.033
17.46121941583882,0.0082659784659772,g,0.034
17.462575975031626,0.0082659784659772,g,0.035
17.463928744810374,0.0082659784659772,g,0.036
17.465277669461365,0.0082659784659772,g,0.037
17.466622694252834,0.0082659784659772,g,0.038
17.467963765442814,0.0082659784659772,g,0.039
17.469300830286677,0.0082659784659772,g,0.04
17.470633837044357,0.008268500468646,g,0.041
17.47196273498232,0.008268500468646,g,0.042
17.473287474404174,0.008268500468646,g,0.043
17.474608006608584,0.008268500468646,g,0.044
17.4759242839432,0.008268500468646,g,0.045
17.47723625978128,0.008268500468646,g,0.046
17.478543888555254,0.008268500468646,g,0.047
17.479847125713817,0.008268500468646,g,0.048
17.481145927769106,0.008268500468646,g,0.049
17.482440252295717,0.008268500468646,g,0.05
17.483730057915356,0.008268500468646,g,0.051
17.485015304295445,0.008268500468646,g,0.052
17.48629595219412,0.0082710337927008,g,0.053
17.487571963415736,0.0082710337927008,g,0.054
17.48884330083634,0.0082710337927008,g,0.055
17.49010992840069,0.0082710337927008,g,0.056
17.491371811123468,0.0082710337927008,g,0.057
17.49262891509023,0.0082710337927008,g,0.058
17.493881207457907,0.0082710337927008,g,0.059
17.495128656454906,0.0082710337927008,g,0.06
17.49637123137638,0.0082710337927008,g,0.061
17.49760890260613,0.0082710337927008,g,0.062
17.49884164157051,0.0082710337927008,g,0.063
17.500069420777606,0.0082710337927008,g,0.064
17.50129221381082,0.0082735784277421,g,0.065
17.502509995308785,0.0082735784277421,g,0.066
17.50372274095861,0.0082735784277421,g,0.067
17.50493042753268,0.0082735784277421,g,0.068
17.506133032841117,0.0082735784277421,g,0.069
17.50733053575022,0.0082735784277421,g,0.07
17.50852291617395,0.0082735784277421,g,0.071
17.509710155069474,0.0082735784277421,g,0.072
17.51089223443235,0.0082735784277421,g,0.073
17.512069137291324,0.0082735784277421,g,0.074
17.513240847702736,0.0082735784277421,g,0.075
17.514407350744605,0.0082735784277421,g,0.076
17.51556863251027,0.0082761343633365,g,0.077
17.516724680101728,0.0082761343633365,g,0.078
17.517875481622596,0.0082761343633365,g,0.079
17.51902102616651,0.0082761343633365,g,0.08
17.52016130383016,0.0082761343633365,g,0.081
17.52129630566356,0.0082761343633365,g,0.082
17.522426023699065,0.0082761343633365,g,0.083
17.52355045093813,0.0082761343633365,g,0.084
17.524669581325703,0.0082761343633365,g,0.085
17.525783409736817,0.0082761343633365,g,0.086
17.52689193200324,0.0082761343633365,g,0.087
17.52799514486259,0.0082761343633365,g,0.088
17.52909304596812,0.0082761343633365,g,0.089
17.53018563387377,0.0082761343633365,g,0.09
17.53127290802293,0.0082761343633365,g,0.091
17.5323548687369,0.0082761343633365,g,0.092
17.533431517203024,0.0082787015890174,g,0.093
17.53450285546253,0.0082787015890174,g,0.094
17.535568886397986,0.0082787015890174,g,0.095
17.536629613720542,0.0082787015890174,g,0.096
17.53768504195684,0.0082787015890174,g,0.097
17.5387351764317,0.0082787015890174,g,0.098
17.539780023273593,0.0082787015890174,g,0.099
17.540819589362453,0.0082787015890174,g,0.1
17.541853882349805,0.0082787015890174,g,0.101
17.54288291064017,0.0082787015890174,g,0.102
17.543906683361186,0.0082787015890174,g,0.103
17.54492521034869,0.0082787015890174,g,0.104
17.545938502146267,0.0082787015890174,g,0.105
17.546946569989437,0.0082787015890174,g,0.106
17.54794942577502,0.0082787015890174,g,0.107
17.548947082041593,0.0082787015890174,g,0.108
17.549939551985823,0.0082787015890174,g,0.109
17.550926849409475,0.0082787015890174,g,0.11
17.55190898872076,0.0082787015890174,g,0.111
17.552885984913683,0.0082787015890174,g,0.112
17.55385785355072,0.0082787015890174,g,0.113
17.554824610745392,0.0082787015890174,g,0.114
17.555786273144523,0.0082787015890174,g,0.115
17.55674285791038,0.0082787015890174,g,0.116
17.55769438269919,0.0082787015890174,g,0.117
17.558640865660017,0.0082787015890174,g,0.118
17.559582325381935,0.0082787015890174,g,0.119
17.56051878090642,0.0082787015890174,g,0.12
17.56145025170502,0.0082787015890174,g,0.121
17.5623767576467,0.0082787015890174,g,0.122
17.563298318975644,0.0082787015890174,g,0.123
17.564214956322193,0.0082787015890174,g,0.124
17.56512669064988,0.0082787015890174,g,0.125
17.566033543252704,0.0082787015890174,g,0.126
17.56693553573215,0.0082787015890174,g,0.127
17.567832689977458,0.0082787015890174,g,0.128
17.56872502814574,0.0082787015890174,g,0.129
17.569612572642058,0.0082787015890174,g,0.13
17.57049534609936,0.0082787015890174,g,0.131
17.57137337135832,0.0082787015890174,g,0.132
17.57224667144714,0.0082787015890174,g,0.133
