Mag,Phase,band
16.740460458238335,0.0,g
16.74098522251059,0.001,g
16.741512582569303,0.002,g
16.74204280850332,0.003,g
16.742576174476707,0.004,g
16.74311295774679,0.005,g
16.743653437693045,0.006,g
16.74419789485949,0.007,g
16.744746610013216,0.008,g
16.74529986322151,0.009000000000000001,g
16.74585793295004,0.01,g
16.74642109518449,0.011,g
16.746989622577747,0.012,g
16.747563783624944,0.013000000000000001,g
16.748143841868263,0.014,g
16.748730055133485,0.015,g
16.74932267480002,0.016,g
16.749921945106138,0.017,g
16.750528102490986,0.018000000000000002,g
16.751141374974665,0.019,g
16.751761981577868,0.02,g
16.752390131782054,0.021,g
16.753026025031232,0.022,g
16.75366985027634,0.023,g
16.754321785562805,0.024,g
16.75498199766198,0.025,g
16.75565064174692,0.026000000000000002,g
16.75632786111281,0.027,g
16.757013786942206,0.028,g
16.75770853811521,0.029,g
16.758412221064404,0.03,g
16.759124929674375,0.031,g
16.75984674522545,0.032,g
16.76057773638119,0.033,g
16.761317959218914,0.034,g
16.76206745730268,0.035,g
16.76282626179768,0.036000000000000004,g
16.7635943916252,0.037,g
16.764371853656943,0.038,g
16.76515864294756,0.039,g
16.765954743004077,0.04,g
16.76676012609073,0.041,g
16.767574753567793,0.042,g
16.76839857626268,0.043000000000000003,g
16.769231534871718,0.044,g
16.770073560390795,0.045,g
16.77092457457301,0.046,g
16.77178449041142,0.047,g
16.772653212644958,0.048,g
16.773530638285415,0.049,g
16.774416657163478,0.05,g
16.775311152491685,0.051000000000000004,g
16.776214001442092,0.052000000000000005,g
16.77712507573657,0.053,g
16.778044242247447,0.054,g
16.77897136360634,0.055,g
16.779906298818826,0.056,g
16.780848903883015,0.057,g
16.781799032409403,0.058,g
16.782756536240168,0.059000000000000004,g
16.783721266065534,0.06,g
16.78469307203501,0.061,g
16.785671804361606,0.062,g
16.786657313916624,0.063,g
16.787649452813284,0.064,g
16.788648074976976,0.065,g
16.78965303670035,0.066,g
16.790664197181247,0.067,g
16.791681419041844,0.068,g
16.79270456882708,0.069,g
16.793733517480945,0.07,g
16.794768140798816,0.07100000000000001,g
16.795808319854597,0.07200000000000001,g
16.796853941401125,0.073,g
16.797904898242656,0.074,g
16.79896108957814,0.075,g
16.800022421314285,0.076,g
16.801088806347444,0.077,g
16.8021601648133,0.078,g
16.803236424303844,0.079,g
16.804317520050738,0.08,g
16.805403395074727,0.081,g
16.80649400030055,0.082,g
16.807589294637175,0.083,g
16.808689245023025,0.084,g
16.809793826436252,0.085,g
16.81090302187008,0.08600000000000001,g
