Mag,Phase,band
17.629821273760953,0.0,g
17.629181591423357,0.001,g
17.628535617854457,0.002,g
17.627883300853,0.003,g
17.627224582035048,0.004,g
17.626559396655537,0.005,g
17.625887673434896,0.006,g
17.625209334391275,0.007,g
17.624524294678665,0.008,g
17.623832462431405,0.009000000000000001,g
17.623133738615547,0.01,g
17.622428016887365,0.011,g
17.62171518345959,0.012,g
17.620995116975596,0.013000000000000001,g
17.620267688392158,0.014,g
17.619532760870882,0.015,g
17.618790189679032,0.016,g
17.618039822099814,0.017,g
17.617281497352746,0.018000000000000002,g
17.616515046524214,0.019,g
17.61574029250887,0.02,g
17.614957049961873,0.021,g
17.61416512526251,0.022,g
17.613364316489488,0.023,g
17.612554413408105,0.024,g
17.611735197469645,0.025,g
17.610906441823214,0.026000000000000002,g
17.610067911340337,0.027,g
17.609219362652528,0.028,g
17.60836054420198,0.029,g
17.60749119630564,0.03,g
17.6066110512329,0.031,g
17.605719833296956,0.032,g
17.60481725896005,0.033,g
17.603903036952744,0.034,g
17.602976868407247,0.035,g
17.602038447005008,0.036000000000000004,g
17.601087459138522,0.037,g
17.600123584087477,0.038,g
17.599146494209236,0.039,g
17.598155855143702,0.04,g
17.59715132603247,0.041,g
17.59613255975235,0.042,g
17.59509920316303,0.043000000000000003,g
17.59405089736906,0.044,g
17.592987277995768,0.045,g
17.591907975479177,0.046,g
17.590812615369742,0.047,g
17.589700818649696,0.048,g
17.588572202063844,0.049,g
17.587426378463626,0.05,g
17.586262957164116,0.051000000000000004,g
17.585081544313873,0.052000000000000005,g
17.583881743277193,0.053,g
17.582663155028563,0.054,g
17.581425378558976,0.055,g
17.580168011293797,0.056,g
17.57889064952172,0.057,g
17.57759288883461,0.058,g
17.576274324577646,0.059000000000000004,g
17.57493455230942,0.06,g
17.573573168271665,0.061,g
17.57218976986789,0.062,g
17.570783956150756,0.063,g
17.5693553283174,0.064,g
17.567903490212462,0.065,g
17.56642804883808,0.066,g
17.564928614870414,0.067,g
17.563404803182113,0.068,g
17.561856233370136,0.069,g
17.560282530288358,0.07,g
17.558683324584322,0.07100000000000001,g
17.557058253239568,0.07200000000000001,g
17.555406960112844,0.073,g
17.553729096485622,0.074,g
17.552024321609217,0.075,g
17.550292303252856,0.076,g
17.54853271825208,0.077,g
17.546745253056663,0.078,g
17.544929604277524,0.079,g
17.543085479231827,0.08,g
17.541212596485597,0.081,g
17.539310686393133,0.082,g
17.537379491632556,0.083,g
17.535418767736733,0.084,g
17.533428283618846,0.085,g
17.531407822091936,0.08600000000000001,g
17.529357180381705,0.08700000000000001,g
17.527276170631804,0.088,g
17.525164620400933,0.089,g
17.52302237315109,0.09,g
17.52084928872612,0.091,g
17.51864524382,0.092,g
17.516410132434114,0.093,g
17.514143866322815,0.094,g
17.511846375426565,0.095,g
17.509517608292057,0.096,g
17.50715753247858,0.097,g
17.50476613495,0.098,g
17.502343422451705,0.099,g
17.499889421871924,0.1,g
17.497404180586685,0.101,g
17.494887766788,0.10200000000000001,g
17.492340269794493,0.10300000000000001,g
17.489761800343963,0.10400000000000001,g
17.487152490867484,0.105,g
17.484512495744173,0.106,g
17.481841991536452,0.107,g
17.479141177205054,0.108,g
17.47641027430347,0.109,g
17.473649527151213,0.11,g
17.47085920298562,0.111,g
17.468039592091632,0.112,g
17.465191007909333,0.113,g
17.462313787118664,0.114,g
17.45940828970118,0.115,g
17.45647489897838,0.116,g
17.453514021626432,0.117,g
17.450526087666898,0.11800000000000001,g
17.44751155043339,0.11900000000000001,g
17.44447088651377,0.12,g
17.44140459566786,0.121,g
17.438313200720373,0.122,g
17.435197247429098,0.123,g
17.432057304328055,0.124,g
17.42889396254575,0.125,g
17.425707835598313,0.126,g
17.422499559157625,0.127,g
17.419269790794463,0.128,g
