Mag,Err,band,Phase
19.81730186452466,0.0108977061806602,g,0.0
19.818498610954,0.0108977061806602,g,0.001
19.81961389379817,0.0108977061806602,g,0.002
19.82064413436917,0.0108977061806602,g,0.003
19.82158576457217,0.0108977061806602,g,0.004
19.822435231697483,0.0108977061806602,g,0.005
19.823189003249954,0.0108977061806602,g,0.006
19.82384357181756,0.0108977061806602,g,0.007
19.82439545994383,0.0108977061806602,g,0.008
19.8248412250475,0.0108977061806602,g,0.009
19.825177464322028,0.0108977061806602,g,0.01
19.825400819654643,0.0108977061806602,g,0.011
19.82550798253247,0.0108977061806602,g,0.012
19.825495698935853,0.0108977061806602,g,0.013
19.82536077420981,0.0108977061806602,g,0.014
19.82510007790637,0.0108909182349331,g,0.015
19.82471054858595,0.0108909182349331,g,0.016
19.82418919858309,0.0108909182349331,g,0.017
19.82353311870205,0.0108909182349331,g,0.018
19.8227394828698,0.0108909182349331,g,0.019
19.821805552707342,0.0108909182349331,g,0.02
19.82072868203122,0.0108909182349331,g,0.021
19.819506321257347,0.0108909182349331,g,0.022
19.818136021746696,0.0108841352435551,g,0.023
19.81661543999676,0.0108841352435551,g,0.024
19.814942341779386,0.0108841352435551,g,0.025
19.813114606146232,0.0108841352435551,g,0.026
19.8111302292792,0.0108841352435551,g,0.027
19.808987328273755,0.0108841352435551,g,0.028
19.8066841447392,0.0108841352435551,g,0.029
19.804219048276234,0.0108841352435551,g,0.03
19.801590539803005,0.0108841352435551,g,0.031
19.79879725473172,0.0108841352435551,g,0.032
19.7958379659534,0.0108841352435551,g,0.033
19.792711586740538,0.0108841352435551,g,0.034
19.789417173344404,0.0108841352435551,g,0.035
19.78595392754441,0.0108773572157946,g,0.036
19.78232119896616,0.0108773572157946,g,0.037
19.77851848714904,0.0108773572157946,g,0.038
19.774545443546213,0.0108773572157946,g,0.039
19.77040187323245,0.0108773572157946,g,0.04
19.76608773645973,0.0108773572157946,g,0.041
19.76160314995561,0.0108773572157946,g,0.042
19.756948388144973,0.0108841352435551,g,0.043
19.752123883960067,0.0108841352435551,g,0.044
19.74713022964507,0.0108841352435551,g,0.045
19.74196817721521,0.0108841352435551,g,0.046
19.736638638751067,0.0108841352435551,g,0.047
19.731142686468644,0.0108841352435551,g,0.048
19.725481552572425,0.0108841352435551,g,0.049
19.7196566289015,0.0108841352435551,g,0.05
19.713669466293588,0.0108841352435551,g,0.051
19.707521773903565,0.0108841352435551,g,0.052
19.70121541803373,0.0108841352435551,g,0.053
19.69475242102095,0.0108841352435551,g,0.054
19.688134959732736,0.0108841352435551,g,0.055
19.681365363915987,0.0108841352435551,g,0.056
19.67444611432333,0.0108841352435551,g,0.057
19.66737984064324,0.0108841352435551,g,0.058
19.660169319145737,0.0108841352435551,g,0.059
19.652817470319636,0.0108841352435551,g,0.06
19.6453273560637,0.0108841352435551,g,0.061
19.63770217679397,0.0108841352435551,g,0.062
19.62994526850141,0.0108841352435551,g,0.063
19.622060099288912,0.0108841352435551,g,0.064
19.614050266072827,0.0108841352435551,g,0.065
19.60591949088312,0.0108841352435551,g,0.066
19.597671617089752,0.0108841352435551,g,0.067
19.58931060535758,0.0108841352435551,g,0.068
19.58084052968164,0.0108841352435551,g,0.069
19.57226557288833,0.0108841352435551,g,0.07
19.563590022352447,0.0108841352435551,g,0.071
19.55481826542305,0.0108841352435551,g,0.072
19.545954784567616,0.0108841352435551,g,0.073
19.537004152690027,0.0108841352435551,g,0.074
19.52797102808958,0.0108773572157946,g,0.075
19.51886014941805,0.0108773572157946,g,0.076
19.50967633041512,0.0108773572157946,g,0.077
19.5004244548118,0.0108773572157946,g,0.078
19.491109470726418,0.0108705841609363,g,0.079
19.48173638539599,0.0108705841609363,g,0.08
19.47231025956524,0.0108705841609363,g,0.081
19.46283620191,0.0108705841609363,g,0.082
19.45331936338583,0.0108638160882813,g,0.083
19.443764931527017,0.0108638160882813,g,0.084
19.434178124704303,0.0108638160882813,g,0.085
19.42456418634968,0.010857053007147,g,0.086
19.414928379174288,0.010857053007147,g,0.087
19.405275979264985,0.010857053007147,g,0.088
19.39561227045393,0.0108502949268671,g,0.089
19.385942538250283,0.0108502949268671,g,0.09
19.37627206421966,0.0108502949268671,g,0.091
19.366606120100176,0.0108435418567919,g,0.092
19.356949962066835,0.0108435418567919,g,0.093
19.34730882490684,0.0108435418567919,g,0.094
19.337687916499966,0.0108367938062879,g,0.095
19.32809241201497,0.0108367938062879,g,0.096
19.318527448322403,0.0108367938062879,g,0.097
19.30899811864596,0.0108300507847378,g,0.098
19.29950946686919,0.0108300507847378,g,0.099
19.2900664823572,0.0108300507847378,g,0.1
19.280674094587795,0.0108300507847378,g,0.101
19.271337167998627,0.0108233128015409,g,0.102
19.26206049681668,0.0108233128015409,g,0.103
19.25284880026696,0.0108233128015409,g,0.104
19.243706717473707,0.0108233128015409,g,0.105
19.23463880288795,0.0108165798661129,g,0.106
19.225649521671443,0.0108165798661129,g,0.107
19.21674324506866,0.0108165798661129,g,0.108
19.207924246229226,0.0108165798661129,g,0.109
19.19919669592852,0.0108165798661129,g,0.11
19.19056465853649,0.0108165798661129,g,0.111
19.18203208812468,0.0108165798661129,g,0.112
19.1736028247478,0.0108165798661129,g,0.113
19.16528059079795,0.0108165798661129,g,0.114
19.1570689877702,0.0108165798661129,g,0.115
19.14897149282121,0.0108165798661129,g,0.116
19.140991455881423,0.0108165798661129,g,0.117
19.13313209670543,0.0108165798661129,g,0.118
19.125396502195077,0.0108165798661129,g,0.119
19.11778762389281,0.0108165798661129,g,0.12
19.11030827566305,0.0108233128015409,g,0.121
19.10296113157708,0.0108233128015409,g,0.122
19.095748723910816,0.0108233128015409,g,0.123
19.088673441548227,0.0108233128015409,g,0.124
19.08173752825164,0.0108300507847378,g,0.125
19.074943081455903,0.0108300507847378,g,0.126
19.068292051052183,0.0108300507847378,g,0.127
19.06178623845988,0.0108367938062879,g,0.128
19.055427295814237,0.0108367938062879,g,0.129
19.049216725528563,0.0108367938062879,g,0.13
19.043155879832156,0.0108435418567919,g,0.131
19.03724596061678,0.0108435418567919,g,0.132
19.03148801958421,0.0108502949268671,g,0.133
19.02588295833258,0.0108502949268671,g,0.134
19.0204315289057,0.010857053007147,g,0.135
19.015134334365975,0.010857053007147,g,0.136
19.00999182962297,0.0108638160882813,g,0.137
19.00500432244121,0.0108638160882813,g,0.138
19.00017197464429,0.0108705841609363,g,0.139
18.995494803452036,0.0108705841609363,g,0.14
18.990972683129414,0.0108773572157946,g,0.141
18.98660534664941,0.0108773572157946,g,0.142
18.982392387621772,0.0108841352435551,g,0.143
18.97833326242121,0.0108841352435551,g,0.144
18.974427292412635,0.0108909182349331,g,0.145
18.97067366638076,0.0108909182349331,g,0.146
18.967071443111244,0.0108977061806602,g,0.147
18.96361955413359,0.0109044990714842,g,0.148
18.96031680657754,0.0109044990714842,g,0.149
18.957161886273024,0.0109112968981693,g,0.15
18.954153360839477,0.0109112968981693,g,0.151
18.95128968305956,0.0109112968981693,g,0.152
18.948569194288275,0.0109180996514961,g,0.153
18.94599012802108,0.0109180996514961,g,0.154
18.943550613574505,0.0109249073222613,g,0.155
18.941248679878942,0.0109249073222613,g,0.156
18.939082259381117,0.0109317199012781,g,0.157
18.9370491920234,0.0109317199012781,g,0.158
18.935147229377105,0.0109317199012781,g,0.159
18.93337403876895,0.0109385373793757,g,0.16
18.93172720757935,0.0109385373793757,g,0.161
18.93020424755607,0.0109385373793757,g,0.162
18.928802599215715,0.0109453597473998,g,0.163
18.92751963630104,0.0109453597473998,g,0.164
18.926352670290605,0.0109453597473998,g,0.165
18.925298954955423,0.0109453597473998,g,0.166
18.924355690942864,0.0109521869962122,g,0.167
18.92352003042001,0.0109521869962122,g,0.168
18.92278908169728,0.0109521869962122,g,0.169
18.92215991391041,0.0109521869962122,g,0.17
18.92162956168552,0.0109521869962122,g,0.171
18.92119502981585,0.0109521869962122,g,0.172
18.92085329793153,0.0109521869962122,g,0.173
18.92060132515718,0.010959019116691,g,0.174
18.92043605474777,0.010959019116691,g,0.175
18.920354418703344,0.010959019116691,g,0.176
18.92035334234225,0.010959019116691,g,0.177
18.920429748839894,0.010959019116691,g,0.178
18.920580563716157,0.010959019116691,g,0.179
18.920802719271784,0.010959019116691,g,0.18
18.921093158959795,0.010959019116691,g,0.181
18.92144884169246,0.010959019116691,g,0.182
18.92186674607213,0.010959019116691,g,0.183
18.92234387454701,0.0109521869962122,g,0.184
18.9228772574674,0.0109521869962122,g,0.185
18.923463957070883,0.0109521869962122,g,0.186
18.924101071347597,0.0109521869962122,g,0.187
18.924785737816343,0.0109521869962122,g,0.188
18.925515137186306,0.0109521869962122,g,0.189
18.926286496905544,0.0109521869962122,g,0.19
18.927097094590493,0.0109521869962122,g,0.191
18.927944261330143,0.0109521869962122,g,0.192
18.928825384871363,0.0109453597473998,g,0.193
18.92973791264655,0.0109453597473998,g,0.194
18.93067935470457,0.0109453597473998,g,0.195
18.931647286461285,0.0109453597473998,g,0.196
18.932639351332423,0.0109453597473998,g,0.197
18.93365326320967,0.0109453597473998,g,0.198
18.93468680878868,0.0109385373793757,g,0.199
18.93573784974458,0.0109385373793757,g,0.2
18.936804324752632,0.0109385373793757,g,0.201
18.937884251351985,0.0109385373793757,g,0.202
18.938975727648696,0.0109385373793757,g,0.203
18.94007693387054,0.0109385373793757,g,0.204
18.941186133728436,0.0109317199012781,g,0.205
18.94230167566553,0.0109317199012781,g,0.206
18.943421993893217,0.0109317199012781,g,0.207
18.94454560929604,0.0109317199012781,g,0.208
18.945671130159155,0.0109317199012781,g,0.209
18.94679725274709,0.0109317199012781,g,0.21
18.947922761689277,0.0109249073222613,g,0.211
18.949046530242928,0.0109249073222613,g,0.212
18.95016752037692,0.0109249073222613,g,0.213
18.95128478267621,0.0109249073222613,g,0.214
18.952397456137977,0.0109249073222613,g,0.215
18.9535047677612,0.0109249073222613,g,0.216
18.95460603201576,0.0109249073222613,g,0.217
18.955700650146763,0.0109249073222613,g,0.218
18.956788109344743,0.0109180996514961,g,0.219
18.95786798173935,0.0109180996514961,g,0.22
18.958939923300807,0.0109180996514961,g,0.221
18.96000367255387,0.0109180996514961,g,0.222
18.961059049188727,0.0109180996514961,g,0.223
18.962105952529704,0.0109180996514961,g,0.224
